,path,distance
103,PILL/00093-0321-01_PART_1_OF_1_CHAL10_SB_902B486A.jpg,0.0
32,PILL/00078-0574-15_PART_1_OF_1_CHAL10_SB_3E1D9F4C.jpg,0.0001300164687527139
6,PILL/00093-7214-98_PART_1_OF_1_CHAL10_SB_C929E4EF.jpg,0.0003996802557953566
174,PILL/00078-0574-15_PART_1_OF_1_CHAL10_SF_3E1D9F4C.jpg,0.0003996802557953566
205,PILL/00093-7292-53_PART_1_OF_1_CHAL10_SB_781B3C09.jpg,0.0007341065922772047
244,PILL/00093-7292-53_PART_1_OF_1_CHAL10_SF_781B3C09.jpg,0.0007341065922772047
223,PILL/00093-0321-01_PART_1_OF_1_CHAL10_SF_902B486A.jpg,0.0007577271516120629
167,PILL/00093-0148-01_PART_1_OF_1_CHAL10_SB_4629A34D.jpg,0.0009892086330935412
116,PILL/00093-0319-01_PART_1_OF_1_CHAL10_SF_792B3CF9.jpg,0.0018642620150454842
207,PILL/00093-0148-01_PART_1_OF_1_CHAL10_SF_4629A34D.jpg,0.001978417266187041
94,PILL/00093-0319-01_PART_1_OF_1_CHAL10_SB_792B3CF9.jpg,0.0022036424914122638
3,PILL/00093-0926-06_PART_1_OF_1_CHAL10_SF_9826CC56.jpg,0.0025242963523917847
189,PILL/00093-7334-01_PART_1_OF_1_CHAL10_SB_A929548A.jpg,0.0025676428554126246
132,PILL/00093-1077-01_PART_1_OF_1_CHAL10_SF_60293059.jpg,0.002895988294110474
192,PILL/00093-0320-01_PART_1_OF_1_CHAL10_SB_702B3819.jpg,0.0029671178311588067
75,PILL/00093-1077-01_PART_1_OF_1_CHAL10_SB_60293059.jpg,0.0034317373687257277
37,PILL/00093-7334-01_PART_1_OF_1_CHAL10_SF_A929548A.jpg,0.003680926226760528
60,PILL/00093-1016-01_PART_1_OF_1_CHAL10_SB_BA29DD0E.jpg,0.004431237618600779
200,PILL/00093-1016-01_PART_1_OF_1_CHAL10_SF_BA29DD0E.jpg,0.004650824794709706
77,PILL/00093-0320-01_PART_1_OF_1_CHAL10_SF_702B3819.jpg,0.0047561950439648296
53,PILL/00093-5385-06_PART_1_OF_1_CHAL10_SF_FB27FDFF.jpg,0.0061450839328537135
121,PILL/00093-4237-01_PART_1_OF_1_CHAL10_SB_A323D19E.jpg,0.0061450839328537135
